Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,BsmtFinSF2_Cat,TieneEnclosedPorch,TieneScreenPorch,LotArea_Log,MSZoning,Alley,LotShape,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleCategory,HomeGarageType
168,86.0,10562,8,5,2007,2007,300.0,1288,0,294,1582,1610,551,0,2161,1,0,1,1,3,1,8,1,2007.0,3,789,178,120,0,0,0,0,0,11,2007,325624,NoBsmtFinSF2,0,0,9.265112607823163,RL,NoAlley,Reg,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,New_Partial,60_Attchd
169,62.0,8244,7,5,2004,2004,0.0,0,0,840,840,840,880,0,1720,0,0,2,1,3,1,7,1,2004.0,2,440,100,48,0,0,0,0,0,5,2007,183500,NoBsmtFinSF2,0,0,9.0173622349937,RL,NoAlley,IR1,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
170,69.0,16669,8,6,1981,1981,653.0,0,0,1686,1686,1707,0,0,1707,0,0,2,1,2,1,6,1,1981.0,2,511,574,64,0,0,0,0,0,1,2006,228000,NoBsmtFinSF2,0,0,9.72136597574484,RL,NoAlley,IR1,Corner,Timber,Norm,Norm,1Fam,1Story,Hip,WdShake,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
171,69.0,12358,5,6,1941,1950,0.0,360,0,360,720,854,0,528,1382,0,0,1,1,2,1,7,0,1991.0,2,660,237,0,0,0,0,0,0,5,2007,128500,NoBsmtFinSF2,0,0,9.422139821589736,RM,NoAlley,IR1,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,50_Detchd
172,141.0,31770,6,5,1960,1960,112.0,639,0,441,1080,1656,0,0,1656,1,0,1,0,3,1,7,2,1960.0,2,528,210,62,0,0,0,0,0,5,2010,215000,NoBsmtFinSF2,0,0,10.366309203003638,RL,NoAlley,IR1,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,Stone,TA,TA,CBlock,TA,Gd,Gd,BLQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Fin,TA,TA,P,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
173,44.0,5306,7,7,1987,1987,0.0,495,215,354,1064,1064,703,0,1767,1,0,2,0,2,1,5,1,1987.0,2,504,441,35,0,0,0,0,0,6,2006,239000,HasBsmtFinSF2,0,0,8.576781982827894,RL,NoAlley,IR1,Inside,StoneBr,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,Rec,GasA,Gd,Y,SBrkr,Gd,Typ,TA,RFn,Gd,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,160_Attchd
174,80.0,10197,6,5,1961,1961,491.0,288,374,700,1362,1362,0,0,1362,1,0,1,1,3,1,6,1,1961.0,2,504,0,20,0,0,0,0,0,6,2008,163000,HasBsmtFinSF2,0,0,9.2299469016151,RL,NoAlley,IR1,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,BrkCmn,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,COD_Normal,20_Attchd
175,47.0,12416,6,5,1986,1986,132.0,1398,208,0,1606,1651,0,0,1651,1,0,2,0,3,1,7,1,1986.0,2,616,192,0,0,0,0,0,0,11,2008,184000,HasBsmtFinSF2,0,0,9.426821780416843,RL,NoAlley,IR1,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Plywood,Stone,TA,TA,CBlock,Gd,Fa,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Min2,TA,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
176,84.0,12615,6,7,1950,2001,0.0,477,0,725,1202,2158,0,0,2158,1,0,2,0,4,1,7,1,1950.0,2,576,0,29,39,0,0,0,0,6,2007,243000,NoBsmtFinSF2,1,0,9.442721128642875,RL,NoAlley,Reg,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,Gd,Av,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,20_Attchd
177,97.0,10029,6,5,1988,1989,268.0,831,0,320,1151,1164,896,0,2060,0,1,2,1,4,1,8,1,1988.0,2,521,0,228,0,0,192,0,0,9,2007,211000,NoBsmtFinSF2,0,1,9.21333588095598,RL,NoAlley,IR1,Corner,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
178,69.0,13650,5,5,1958,1958,0.0,57,441,554,1052,1252,668,0,1920,1,0,2,0,4,1,8,1,1958.0,2,451,0,0,0,0,0,0,0,7,2006,172500,HasBsmtFinSF2,0,0,9.521568058002977,RL,NoAlley,Reg,Inside,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,50_Attchd
179,63.0,17423,9,5,2008,2009,748.0,1904,0,312,2216,2234,0,0,2234,1,0,2,0,1,1,9,1,2009.0,3,1166,0,60,0,0,0,0,0,7,2009,501837,NoBsmtFinSF2,0,0,9.765603845172741,RL,NoAlley,IR1,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,New_Partial,20_Attchd
180,60.0,8520,5,6,1923,2006,0.0,0,0,968,968,968,0,0,968,0,0,1,0,2,1,5,0,1935.0,2,480,0,0,184,0,0,0,0,7,2007,100000,NoBsmtFinSF2,1,0,9.050288983827956,RM,NoAlley,Reg,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Unf,Fa,TA,N,NoPool,NoFence,NoMisc,WD_Normal,30_Detchd
181,69.0,2117,6,5,2000,2000,456.0,436,0,320,756,769,756,0,1525,0,0,2,1,3,1,5,1,2000.0,2,440,0,0,0,0,0,0,0,6,2007,177000,NoBsmtFinSF2,0,0,7.658227526161352,Comercial/Industrial,NoAlley,Reg,Inside,Somerst,Norm,Norm,Duplex/Townhouse,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,160_Detchd
182,54.0,7588,7,6,1920,1950,0.0,352,0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,1920.0,1,216,0,0,40,0,0,0,0,7,2006,200100,NoBsmtFinSF2,1,0,8.934455109403913,RL,NoAlley,Reg,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,Fa,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Unf,Fa,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,70_Detchd
183,60.0,9060,5,6,1957,2006,98.0,0,0,0,0,1340,0,0,1340,0,0,1,0,3,1,7,1,1957.0,1,252,116,0,0,180,0,0,0,6,2007,120000,NoBsmtFinSF2,0,0,9.11173476822206,RL,NoAlley,Reg,Inside,Edwards,Artery,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,None,None,None,None,None,GasA,Ex,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,20_Attchd
184,63.0,11426,7,5,2003,2003,0.0,0,0,1362,1362,1362,720,0,2082,0,0,2,1,3,1,6,0,2003.0,2,484,280,238,0,0,0,0,0,6,2008,200000,NoBsmtFinSF2,0,0,9.343734255146714,RM,NoAlley,Reg,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Mod,None,Unf,TA,TA,N,NoPool,NoFence,NoMisc,WD_Normal,50_Detchd
185,92.0,7438,5,8,1908,1991,0.0,0,0,504,504,936,316,0,1252,0,0,1,0,3,1,5,0,1986.0,2,576,104,0,0,0,0,0,0,6,2006,127000,NoBsmtFinSF2,0,0,8.914491710191342,RL,NoAlley,IR1,Inside,BrkSide,RRAn,Feedr,1Fam,1.5Fin,Gable,CompShg,AsbShng,Plywood,None,TA,TA,PConc,Fa,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,50_Attchd
186,90.0,22950,10,9,1892,1993,0.0,0,0,1107,1107,1518,1518,572,3608,0,0,2,1,4,1,12,2,1993.0,3,840,0,260,0,0,410,0,0,6,2006,475000,NoBsmtFinSF2,0,1,10.041116787524166,RM,NoAlley,Irregular,Inside,OldTown,Artery,Norm,1Fam,2.5Fin,Gable,WdShngl,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,TA,Unf,Ex,TA,Y,NoPool,GdPrv,NoMisc,WD_Normal,75_Detchd
187,69.0,9947,7,5,1990,1991,0.0,611,0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,1990.0,2,497,168,27,0,0,0,0,0,6,2009,173000,NoBsmtFinSF2,0,0,9.205126804923296,RL,NoAlley,IR1,CulDSac,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Unf,TA,TA,Y,NoPool,GdPrv,NoMisc,WD_Normal,80_Attchd
188,60.0,10410,5,7,1916,1987,0.0,0,0,660,660,808,704,144,1656,0,0,2,1,3,1,8,0,1916.0,1,180,0,0,0,140,0,0,0,8,2009,135000,NoBsmtFinSF2,0,0,9.250618218474752,RL,NoAlley,Reg,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Min2,None,Unf,Fa,Fa,N,NoPool,MnPrv,NoMisc,WD_Normal,50_Detchd
189,64.0,7018,5,5,1979,1979,275.0,1086,0,0,1086,1224,0,0,1224,2,0,0,2,2,2,6,2,1979.0,2,528,120,0,0,0,0,0,0,6,2009,153337,NoBsmtFinSF2,0,0,8.856376036730422,RL,NoAlley,Reg,Inside,SawyerW,Feedr,Norm,Duplex/Townhouse,SFoyer,Gable,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Alloca,90_Detchd
190,41.0,4923,8,5,2001,2002,0.0,1153,0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,2001.0,2,682,0,120,0,0,224,0,0,8,2008,286000,NoBsmtFinSF2,0,1,8.501876487304344,RL,NoAlley,Reg,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,120_Attchd
191,70.0,10570,8,8,1932,1994,0.0,297,0,556,853,1549,1178,0,2727,0,0,2,1,3,1,10,2,1932.0,2,440,0,74,0,0,0,0,0,12,2007,315000,NoBsmtFinSF2,0,0,9.265869681768663,RL,NoAlley,Reg,Inside,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,BrkFace,BrkFace,None,Gd,TA,CBlock,Gd,Gd,No,Rec,Unf,GasA,TA,Y,SBrkr,Gd,Maj1,TA,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,70_Detchd
192,69.0,7472,7,9,1972,2004,138.0,626,0,99,725,725,754,0,1479,1,0,1,1,4,1,7,0,1972.0,2,484,0,32,0,0,0,0,0,6,2007,184000,NoBsmtFinSF2,0,0,8.91905180393029,RL,NoAlley,IR1,CulDSac,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
193,68.0,9017,7,5,1999,1999,0.0,560,0,871,1431,1431,0,0,1431,1,0,2,0,3,1,6,0,1999.0,2,666,0,35,0,0,0,0,0,9,2009,192000,NoBsmtFinSF2,0,0,9.106977858981029,RL,NoAlley,IR1,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
194,24.0,2522,7,5,2004,2004,50.0,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2004.0,2,380,0,40,0,0,0,0,0,5,2006,130000,NoBsmtFinSF2,0,0,7.833203948641057,RM,NoAlley,Reg,Inside,Edwards,Norm,Norm,Duplex/Townhouse,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,160_Detchd
195,60.0,7180,5,7,1972,1972,0.0,390,0,474,864,864,0,0,864,0,0,1,0,3,1,5,0,1989.0,1,352,0,0,0,0,0,0,0,5,2008,127000,NoBsmtFinSF2,0,0,8.879193928110318,RL,NoAlley,IR1,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Detchd
196,24.0,2280,6,6,1976,1976,0.0,566,0,289,855,855,601,0,1456,0,0,2,1,3,1,7,1,1976.0,2,440,87,0,0,0,0,0,0,7,2009,148500,NoBsmtFinSF2,0,0,7.732369222284388,RL,NoAlley,Reg,MultiFrontage,NPkVill,Norm,Norm,Duplex/Townhouse,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,160_Attchd
197,79.0,9416,7,5,2007,2007,205.0,1126,0,600,1726,1726,0,0,1726,1,0,2,0,3,1,8,1,2007.0,3,786,171,138,0,0,266,0,0,9,2007,311872,NoBsmtFinSF2,0,1,9.150271845510064,RL,NoAlley,Reg,Inside,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,New_Partial,20_Attchd
198,174.0,25419,8,4,1918,1990,0.0,1036,184,140,1360,1360,1360,392,3112,1,1,2,0,4,1,8,1,1918.0,2,795,0,16,552,0,0,512,0,3,2006,235000,HasBsmtFinSF2,1,0,10.143291544743445,RL,NoAlley,Reg,Corner,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,Gd,Gd,PConc,TA,TA,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,Ex,Unf,TA,TA,Y,Ex,GdPrv,NoMisc,WD_Abnorml,75_Detchd
199,92.0,5520,6,6,1912,1950,0.0,0,0,755,755,929,929,371,2229,0,0,1,0,5,1,8,0,0.0,0,0,0,198,30,0,0,0,0,7,2009,104000,NoBsmtFinSF2,1,0,8.616314282284044,RM,NoAlley,Reg,Corner,OldTown,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,None,None,None,Y,NoPool,MnPrv,NoMisc,WD_Abnorml,75_None
200,76.0,9591,8,5,2004,2005,262.0,1088,0,625,1713,1713,0,0,1713,1,0,2,0,3,1,7,1,2004.0,3,856,0,26,0,0,170,0,0,1,2009,274900,NoBsmtFinSF2,0,1,9.16868469670735,RL,NoAlley,Reg,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
201,80.0,8546,4,5,2003,2004,0.0,0,0,1121,1121,1121,0,0,1121,0,0,2,0,2,1,5,0,2003.0,2,440,132,64,0,0,0,0,0,3,2010,140000,NoBsmtFinSF2,0,0,9.053335623166017,RM,NoAlley,Reg,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
202,75.0,10125,6,6,1977,1977,0.0,641,279,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,1980.0,2,473,238,83,0,0,0,0,0,2,2008,171500,HasBsmtFinSF2,0,0,9.222861652529854,RL,NoAlley,Reg,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Fa,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,20_Detchd
203,50.0,7000,6,6,1924,1950,0.0,617,0,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,1924.0,1,398,0,0,126,0,0,0,0,5,2006,112000,NoBsmtFinSF2,1,0,8.853808274977197,RL,NoAlley,Reg,Corner,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,BrkTil,Fa,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Min1,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,COD_Normal,50_Attchd
204,69.0,4438,6,5,2004,2004,205.0,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2004.0,2,420,149,0,0,0,0,0,0,1,2008,149000,NoBsmtFinSF2,0,0,8.398184404834035,RM,NoAlley,Reg,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,120_Attchd
205,50.0,3500,5,7,1947,1950,0.0,312,0,408,720,720,564,0,1284,0,0,1,1,2,1,5,0,1948.0,1,240,0,35,0,0,0,0,0,4,2009,110000,NoBsmtFinSF2,0,0,8.160803920954665,RM,HasAlley,Reg,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,MnWw,NoMisc,WD_Normal,50_Detchd
206,99.0,11851,7,5,1990,1990,0.0,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,1990.0,2,500,0,34,0,508,0,0,0,5,2009,180500,NoBsmtFinSF2,0,0,9.380251908693456,RL,NoAlley,Reg,Corner,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
207,40.0,13673,5,5,1962,1962,0.0,0,0,1140,1140,1696,0,0,1696,0,0,1,1,3,1,8,1,1962.0,1,349,0,30,0,0,0,0,0,3,2007,143900,NoBsmtFinSF2,0,0,9.523251498473739,RL,NoAlley,IR1,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Min2,TA,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
208,69.0,12493,4,5,1960,1960,0.0,419,306,375,1100,1100,0,0,1100,1,0,1,0,3,1,6,1,1960.0,1,312,355,0,0,0,0,0,0,4,2008,141000,HasBsmtFinSF2,0,0,9.433003808053515,RL,NoAlley,IR1,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Po,RFn,TA,TA,Y,NoPool,GdWo,NoMisc,WD_Normal,20_Attchd
209,69.0,14364,7,5,1988,1989,128.0,1065,0,92,1157,1180,882,0,2062,1,0,2,1,3,1,7,1,1988.0,2,454,60,55,0,0,154,0,0,4,2007,277000,NoBsmtFinSF2,0,1,9.57254997141339,RL,NoAlley,IR1,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
210,75.0,8250,6,7,1964,1964,260.0,787,0,305,1092,1092,0,0,1092,1,0,1,0,3,1,6,0,1964.0,2,504,0,0,0,0,0,0,0,7,2008,145000,NoBsmtFinSF2,0,0,9.018089684104343,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,RFn,TA,Gd,Y,NoPool,MnPrv,NoMisc,WD_Normal,20_Attchd
211,67.0,5604,5,6,1925,1950,0.0,468,0,396,864,864,0,0,864,1,0,1,0,2,1,5,0,0.0,0,0,0,0,96,0,0,0,0,4,2008,98000,NoBsmtFinSF2,1,0,8.63141433550626,RL,NoAlley,Reg,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,N,FuseA,TA,Typ,None,None,None,None,Y,NoPool,NoFence,NoMisc,WD_Normal,30_None
212,83.0,10420,6,5,2009,2009,0.0,36,0,1176,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2009.0,2,460,100,22,0,0,0,0,0,3,2010,186000,NoBsmtFinSF2,0,0,9.251578279992428,RL,NoAlley,Reg,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
213,72.0,8640,7,5,2009,2009,0.0,822,0,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,2009.0,2,644,168,108,0,0,0,0,0,7,2009,252678,NoBsmtFinSF2,0,0,9.0642735958414,Comercial/Industrial,NoAlley,Reg,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,New_Partial,60_Attchd
214,43.0,13568,5,5,1995,1995,0.0,716,0,274,990,990,0,0,990,0,1,1,0,3,1,5,0,1996.0,2,576,224,0,0,0,0,0,0,7,2006,156000,NoBsmtFinSF2,0,0,9.515543058145953,RL,NoAlley,Irregular,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
215,69.0,10900,6,7,1977,1977,153.0,378,0,311,689,689,703,0,1392,0,0,1,1,3,1,6,0,1977.0,1,299,0,36,0,0,0,0,450,3,2010,161750,NoBsmtFinSF2,0,0,9.296609807128359,RL,NoAlley,IR1,MultiFrontage,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Fin,TA,TA,Y,NoPool,MnPrv,Shed,WD_Normal,60_Attchd
